Entry,Catalytic activity
A0AA51VIL7,"CATALYTIC ACTIVITY: Reaction=tyramine + S-adenosyl-L-methionine = N-methyltyramine + S-adenosyl-L-homocysteine + H(+); Xref=Rhea:RHEA:14865, ChEBI:CHEBI:15378, ChEBI:CHEBI:57856, ChEBI:CHEBI:58155, ChEBI:CHEBI:59789, ChEBI:CHEBI:327995; EC=2.1.1.27; Evidence={ECO:0000269|PubMed:38835170}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:14866; Evidence={ECO:0000269|PubMed:38835170}; CATALYTIC ACTIVITY: Reaction=N-methyltyramine + S-adenosyl-L-methionine = hordenine + S-adenosyl-L-homocysteine + H(+); Xref=Rhea:RHEA:80991, ChEBI:CHEBI:15378, ChEBI:CHEBI:57856, ChEBI:CHEBI:58155, ChEBI:CHEBI:59789, ChEBI:CHEBI:231770; Evidence={ECO:0000269|PubMed:38835170}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:80992; Evidence={ECO:0000269|PubMed:38835170}; CATALYTIC ACTIVITY: Reaction=dopamine + S-adenosyl-L-methionine = N-methyl-dopamine + S-adenosyl-L-homocysteine + H(+); Xref=Rhea:RHEA:80995, ChEBI:CHEBI:15378, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789, ChEBI:CHEBI:59905, ChEBI:CHEBI:231771; Evidence={ECO:0000269|PubMed:38835170}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:80996; Evidence={ECO:0000269|PubMed:38835170}; CATALYTIC ACTIVITY: Reaction=N-methyl-dopamine + S-adenosyl-L-methionine = N,N-dimethyldopamine + S-adenosyl-L-homocysteine + H(+); Xref=Rhea:RHEA:80999, ChEBI:CHEBI:15378, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789, ChEBI:CHEBI:231771, ChEBI:CHEBI:231772; Evidence={ECO:0000269|PubMed:38835170}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:81000; Evidence={ECO:0000269|PubMed:38835170}; CATALYTIC ACTIVITY: Reaction=3-methoxytyramine + S-adenosyl-L-methionine = N-methyl-3-methoxytyramine + S-adenosyl-L-homocysteine + H(+); Xref=Rhea:RHEA:81003, ChEBI:CHEBI:15378, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789, ChEBI:CHEBI:192089, ChEBI:CHEBI:231773; Evidence={ECO:0000269|PubMed:37675639, ECO:0000269|PubMed:38835170}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:81004; Evidence={ECO:0000269|PubMed:37675639, ECO:0000269|PubMed:38835170}; CATALYTIC ACTIVITY: Reaction=N-methyl-3-methoxytyramine + S-adenosyl-L-methionine = N,N-dimethyl-3-methoxytyramine + S-adenosyl-L-homocysteine + H(+); Xref=Rhea:RHEA:81007, ChEBI:CHEBI:15378, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789, ChEBI:CHEBI:231773, ChEBI:CHEBI:231774; Evidence={ECO:0000269|PubMed:38835170}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:81008; Evidence={ECO:0000269|PubMed:38835170}; CATALYTIC ACTIVITY: Reaction=3,4-dihydroxy-5-methoxyphenethylamine + S-adenosyl-L-methionine = N-methyl-3,4-dihydroxy-5-methoxyphenethylamine + S-adenosyl-L-homocysteine + H(+); Xref=Rhea:RHEA:81011, ChEBI:CHEBI:15378, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789, ChEBI:CHEBI:231763, ChEBI:CHEBI:231775; Evidence={ECO:0000269|PubMed:38835170}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:81012; Evidence={ECO:0000269|PubMed:38835170}; CATALYTIC ACTIVITY: Reaction=N-methyl-3,4-dihydroxy-5-methoxyphenethylamine + S-adenosyl-L-methionine = N,N-dimethyl-3,4-dihydroxy-5-methoxyphenethylamine + S-adenosyl-L-homocysteine + H(+); Xref=Rhea:RHEA:81015, ChEBI:CHEBI:15378, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789, ChEBI:CHEBI:231775, ChEBI:CHEBI:231776; Evidence={ECO:0000269|PubMed:38835170}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:81016; Evidence={ECO:0000269|PubMed:38835170}; CATALYTIC ACTIVITY: Reaction=3-hydroxy-4,5-dimethoxyphenethylamine + S-adenosyl-L-methionine = N-methyl-3-hydroxy-4,5-dimethoxyphenethylamine + S-adenosyl-L-homocysteine + H(+); Xref=Rhea:RHEA:81019, ChEBI:CHEBI:15378, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789, ChEBI:CHEBI:231769, ChEBI:CHEBI:231779; Evidence={ECO:0000269|PubMed:38835170}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:81020; Evidence={ECO:0000269|PubMed:38835170}; CATALYTIC ACTIVITY: Reaction=N-methyl-3-hydroxy-4,5-dimethoxyphenethylamine + S-adenosyl-L-methionine = N,N-dimethyl-3-hydroxy-4,5-dimethoxyphenethylamine + S-adenosyl-L-homocysteine + H(+); Xref=Rhea:RHEA:81023, ChEBI:CHEBI:15378, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789, ChEBI:CHEBI:231779, ChEBI:CHEBI:231780; Evidence={ECO:0000269|PubMed:38835170}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:81024; Evidence={ECO:0000269|PubMed:38835170}; CATALYTIC ACTIVITY: Reaction=4-hydroxy-3,5-dimethoxyphenethylamine + S-adenosyl-L-methionine = N-methyl-4-hydroxy-3,5-dimethoxyphenethylamine + S-adenosyl-L-homocysteine + H(+); Xref=Rhea:RHEA:81027, ChEBI:CHEBI:15378, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789, ChEBI:CHEBI:231768, ChEBI:CHEBI:231777; Evidence={ECO:0000269|PubMed:37675639, ECO:0000269|PubMed:38835170}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:81028; Evidence={ECO:0000269|PubMed:37675639, ECO:0000269|PubMed:38835170}; CATALYTIC ACTIVITY: Reaction=N-methyl-4-hydroxy-3,5-dimethoxyphenethylamine + S-adenosyl-L-methionine = N,N-dimethyl-4-hydroxy-3,5-dimethoxyphenethylamine + S-adenosyl-L-homocysteine + H(+); Xref=Rhea:RHEA:81031, ChEBI:CHEBI:15378, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789, ChEBI:CHEBI:231777, ChEBI:CHEBI:231778; Evidence={ECO:0000269|PubMed:38835170}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:81032; Evidence={ECO:0000269|PubMed:38835170}; CATALYTIC ACTIVITY: Reaction=mescaline + S-adenosyl-L-methionine = N-methylmescaline + S-adenosyl-L-homocysteine + H(+); Xref=Rhea:RHEA:81035, ChEBI:CHEBI:15378, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789, ChEBI:CHEBI:231762, ChEBI:CHEBI:231781; Evidence={ECO:0000269|PubMed:38835170}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:81036; Evidence={ECO:0000269|PubMed:38835170}; CATALYTIC ACTIVITY: Reaction=N-methylmescaline + S-adenosyl-L-methionine = N,N-dimethylmescaline + S-adenosyl-L-homocysteine + H(+); Xref=Rhea:RHEA:81039, ChEBI:CHEBI:15378, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789, ChEBI:CHEBI:231781, ChEBI:CHEBI:231782; Evidence={ECO:0000269|PubMed:38835170}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:81040; Evidence={ECO:0000269|PubMed:38835170};"
A0AA51VIM4,"CATALYTIC ACTIVITY: Reaction=dopamine + S-adenosyl-L-methionine = 3-methoxytyramine + S-adenosyl-L-homocysteine + H(+); Xref=Rhea:RHEA:72255, ChEBI:CHEBI:15378, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789, ChEBI:CHEBI:59905, ChEBI:CHEBI:192089; Evidence={ECO:0000269|PubMed:37675639, ECO:0000269|PubMed:38835170}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:72256; Evidence={ECO:0000269|PubMed:37675639, ECO:0000269|PubMed:38835170}; CATALYTIC ACTIVITY: Reaction=3,4-dihydroxy-5-methoxyphenethylamine + S-adenosyl-L-methionine = 4-hydroxy-3,5-dimethoxyphenethylamine + S-adenosyl-L-homocysteine + H(+); Xref=Rhea:RHEA:81043, ChEBI:CHEBI:15378, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789, ChEBI:CHEBI:231763, ChEBI:CHEBI:231768; Evidence={ECO:0000269|PubMed:38835170}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:81044; Evidence={ECO:0000269|PubMed:38835170};"
A0AA51VJB7,"CATALYTIC ACTIVITY: Reaction=L-tyrosine + reduced [NADPH--hemoprotein reductase] + O2 = L-dopa + oxidized [NADPH--hemoprotein reductase] + H2O + H(+); Xref=Rhea:RHEA:81063, Rhea:RHEA-COMP:11964, Rhea:RHEA-COMP:11965, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:57504, ChEBI:CHEBI:57618, ChEBI:CHEBI:58210, ChEBI:CHEBI:58315; Evidence={ECO:0000269|PubMed:37675639}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:81064; Evidence={ECO:0000269|PubMed:37675639};"
A0AA51VKJ3,"CATALYTIC ACTIVITY: Reaction=dopamine + S-adenosyl-L-methionine = 3-methoxytyramine + S-adenosyl-L-homocysteine + H(+); Xref=Rhea:RHEA:72255, ChEBI:CHEBI:15378, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789, ChEBI:CHEBI:59905, ChEBI:CHEBI:192089; Evidence={ECO:0000269|PubMed:37675639}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:72256; Evidence={ECO:0000269|PubMed:37675639};"
A0AA51Z0J6,"CATALYTIC ACTIVITY: Reaction=4-hydroxy-3,5-dimethoxyphenethylamine + S-adenosyl-L-methionine = mescaline + S-adenosyl-L-homocysteine + H(+); Xref=Rhea:RHEA:81059, ChEBI:CHEBI:15378, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789, ChEBI:CHEBI:231762, ChEBI:CHEBI:231768; Evidence={ECO:0000269|PubMed:37675639}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:81060; Evidence={ECO:0000269|PubMed:37675639}; CATALYTIC ACTIVITY: Reaction=dopamine + S-adenosyl-L-methionine = 4-methoxytyramine + S-adenosyl-L-homocysteine + H(+); Xref=Rhea:RHEA:81047, ChEBI:CHEBI:15378, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789, ChEBI:CHEBI:59905, ChEBI:CHEBI:192993; Evidence={ECO:0000269|PubMed:37675639}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:81048; Evidence={ECO:0000269|PubMed:37675639};"
A0AA51Z3J4,"CATALYTIC ACTIVITY: Reaction=L-tyrosine + H(+) = tyramine + CO2; Xref=Rhea:RHEA:14345, ChEBI:CHEBI:15378, ChEBI:CHEBI:16526, ChEBI:CHEBI:58315, ChEBI:CHEBI:327995; EC=4.1.1.25; Evidence={ECO:0000269|PubMed:37675639, ECO:0000269|PubMed:38835170}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:14346; Evidence={ECO:0000269|PubMed:37675639, ECO:0000269|PubMed:38835170}; CATALYTIC ACTIVITY: Reaction=L-dopa + H(+) = dopamine + CO2; Xref=Rhea:RHEA:12272, ChEBI:CHEBI:15378, ChEBI:CHEBI:16526, ChEBI:CHEBI:57504, ChEBI:CHEBI:59905; EC=4.1.1.28; Evidence={ECO:0000269|PubMed:37675639, ECO:0000269|PubMed:38835170}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:12273; Evidence={ECO:0000269|PubMed:37675639, ECO:0000269|PubMed:38835170};"
A0AA51Z3S7,"CATALYTIC ACTIVITY: Reaction=dopamine + S-adenosyl-L-methionine = 4-methoxytyramine + S-adenosyl-L-homocysteine + H(+); Xref=Rhea:RHEA:81047, ChEBI:CHEBI:15378, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789, ChEBI:CHEBI:59905, ChEBI:CHEBI:192993; Evidence={ECO:0000269|PubMed:37675639}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:81048; Evidence={ECO:0000269|PubMed:37675639};"
A0AAN4PAE6,"CATALYTIC ACTIVITY: Reaction=L-phenylalanine = (E)-cinnamate + NH4(+); Xref=Rhea:RHEA:21384, ChEBI:CHEBI:15669, ChEBI:CHEBI:28938, ChEBI:CHEBI:58095; EC=4.3.1.24; Evidence={ECO:0000305|PubMed:35302734}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:21385; Evidence={ECO:0000305|PubMed:35302734};"
A0AAT9JA24,"CATALYTIC ACTIVITY: Reaction=L-fucose + NAD(+) = L-fucono-1,5-lactone + NADH + H(+); Xref=Rhea:RHEA:81515, ChEBI:CHEBI:2181, ChEBI:CHEBI:15378, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945, ChEBI:CHEBI:81457; EC=1.1.1.122; Evidence={ECO:0000269|PubMed:38944119}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:81516; Evidence={ECO:0000305|PubMed:38944119}; CATALYTIC ACTIVITY: Reaction=D-arabinose + NAD(+) = D-arabinono-1,5-lactone + NADH + H(+); Xref=Rhea:RHEA:81519, ChEBI:CHEBI:15378, ChEBI:CHEBI:46994, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945, ChEBI:CHEBI:194242; EC=1.1.1.122; Evidence={ECO:0000269|PubMed:38944119}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:81520; Evidence={ECO:0000305|PubMed:38944119}; CATALYTIC ACTIVITY: Reaction=L-galactose + NAD(+) = L-galactono-1,5-lactone + NADH + H(+); Xref=Rhea:RHEA:81523, ChEBI:CHEBI:15378, ChEBI:CHEBI:37619, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945, ChEBI:CHEBI:182410; EC=1.1.1.122; Evidence={ECO:0000269|PubMed:38944119}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:81524; Evidence={ECO:0000305|PubMed:38944119};"
A0AAW1JA93,"CATALYTIC ACTIVITY: Reaction=beta-amyrin + 3 reduced [NADPH--hemoprotein reductase] + 3 O2 = oleanolate + 3 oxidized [NADPH--hemoprotein reductase] + 4 H2O + 4 H(+); Xref=Rhea:RHEA:43068, Rhea:RHEA-COMP:11964, Rhea:RHEA-COMP:11965, ChEBI:CHEBI:10352, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:57618, ChEBI:CHEBI:58210, ChEBI:CHEBI:82828; EC=1.14.14.126; Evidence={ECO:0000269|PubMed:39043959}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:43069; Evidence={ECO:0000269|PubMed:39043959};"
A0AAW1L0L7,"CATALYTIC ACTIVITY: Reaction=(S)-2,3-epoxysqualene = beta-amyrin; Xref=Rhea:RHEA:31007, ChEBI:CHEBI:10352, ChEBI:CHEBI:15441; EC=5.4.99.39; Evidence={ECO:0000269|PubMed:39043959}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:31008; Evidence={ECO:0000269|PubMed:39043959};"
A0AAW1NEA3,"CATALYTIC ACTIVITY: Reaction=beta-amyrin + 3 reduced [NADPH--hemoprotein reductase] + 3 O2 = oleanolate + 3 oxidized [NADPH--hemoprotein reductase] + 4 H2O + 4 H(+); Xref=Rhea:RHEA:43068, Rhea:RHEA-COMP:11964, Rhea:RHEA-COMP:11965, ChEBI:CHEBI:10352, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:57618, ChEBI:CHEBI:58210, ChEBI:CHEBI:82828; EC=1.14.14.126; Evidence={ECO:0000269|PubMed:39043959}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:43069; Evidence={ECO:0000269|PubMed:39043959};"
A0QT90,"CATALYTIC ACTIVITY: Reaction=2'-deoxyribonucleotide-(2'-deoxyribose 5'-phosphate)-2'-deoxyribonucleotide-DNA = a 3'-end 2'-deoxyribonucleotide-(2,3-dehydro-2,3-deoxyribose 5'-phosphate)-DNA + a 5'-end 5'-phospho-2'-deoxyribonucleoside-DNA + H(+); Xref=Rhea:RHEA:66592, Rhea:RHEA-COMP:13180, Rhea:RHEA-COMP:16897, Rhea:RHEA-COMP:17067, ChEBI:CHEBI:15378, ChEBI:CHEBI:136412, ChEBI:CHEBI:157695, ChEBI:CHEBI:167181; EC=4.2.99.18; Evidence={ECO:0000255|PROSITE-ProRule:PRU00392, ECO:0000269|PubMed:36610794, ECO:0000269|PubMed:39012146};"
A0QT91,"CATALYTIC ACTIVITY: Reaction=Couples ATP hydrolysis with the unwinding of duplex DNA by translocating in the 3'-5' direction.; EC=5.6.2.4; Evidence={ECO:0000269|PubMed:23549043, ECO:0000269|PubMed:36610794}; CATALYTIC ACTIVITY: Reaction=ATP + H2O = ADP + phosphate + H(+); Xref=Rhea:RHEA:13065, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:43474, ChEBI:CHEBI:456216; EC=5.6.2.4; Evidence={ECO:0000269|PubMed:23549043, ECO:0000269|PubMed:29165676}; CATALYTIC ACTIVITY: Reaction=Hydrolyzes single-stranded DNA or mismatched double-stranded DNA and polynucleotides, releasing free uracil.; EC=3.2.2.27; Evidence={ECO:0000250|UniProtKB:P30015};"
A1L1L6,"CATALYTIC ACTIVITY: Reaction=GTP + H2O = GDP + phosphate + H(+); Xref=Rhea:RHEA:19669, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:37565, ChEBI:CHEBI:43474, ChEBI:CHEBI:58189; Evidence={ECO:0000250|UniProtKB:Q8IXI2}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:19670; Evidence={ECO:0000250|UniProtKB:Q8IXI2}; CATALYTIC ACTIVITY: Reaction=ATP + H2O = ADP + phosphate + H(+); Xref=Rhea:RHEA:13065, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:43474, ChEBI:CHEBI:456216; Evidence={ECO:0000250|UniProtKB:Q8IXI2}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:13066; Evidence={ECO:0000250|UniProtKB:Q8IXI2}; CATALYTIC ACTIVITY: Reaction=UTP + H2O = UDP + phosphate + H(+); Xref=Rhea:RHEA:64900, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:43474, ChEBI:CHEBI:46398, ChEBI:CHEBI:58223; Evidence={ECO:0000250|UniProtKB:Q8IXI2}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:64901; Evidence={ECO:0000250|UniProtKB:Q8IXI2};"
A1Z830,"CATALYTIC ACTIVITY: Reaction=uridine in 28S rRNA + S-adenosyl-L-methionine = N(3)-methyluridine in 28S rRNA + S-adenosyl-L-homocysteine + H(+); Xref=Rhea:RHEA:83635, Rhea:RHEA-COMP:20178, Rhea:RHEA-COMP:20181, ChEBI:CHEBI:15378, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789, ChEBI:CHEBI:65315, ChEBI:CHEBI:74502; Evidence={ECO:0000269|PubMed:39671501}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:83636; Evidence={ECO:0000305|PubMed:39671501};"
A1ZB29,"CATALYTIC ACTIVITY: Reaction=dTMP + ATP = dTDP + ADP; Xref=Rhea:RHEA:13517, ChEBI:CHEBI:30616, ChEBI:CHEBI:58369, ChEBI:CHEBI:63528, ChEBI:CHEBI:456216; EC=2.7.4.9; Evidence={ECO:0000269|PubMed:38518117}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:13518; Evidence={ECO:0000269|PubMed:38518117}; CATALYTIC ACTIVITY: Reaction=dUMP + ATP = dUDP + ADP; Xref=Rhea:RHEA:30655, ChEBI:CHEBI:30616, ChEBI:CHEBI:60471, ChEBI:CHEBI:246422, ChEBI:CHEBI:456216; Evidence={ECO:0000269|PubMed:38518117}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:30656; Evidence={ECO:0000269|PubMed:38518117};"
A3MTR6,"CATALYTIC ACTIVITY: Reaction=alpha-D-glucose 6-phosphate = beta-D-fructose 6-phosphate; Xref=Rhea:RHEA:11816, ChEBI:CHEBI:57634, ChEBI:CHEBI:58225; EC=5.3.1.9; Evidence={ECO:0000269|PubMed:39208883}; CATALYTIC ACTIVITY: Reaction=D-mannose 6-phosphate = D-fructose 6-phosphate; Xref=Rhea:RHEA:12356, ChEBI:CHEBI:58735, ChEBI:CHEBI:61527; EC=5.3.1.8; Evidence={ECO:0000269|PubMed:39208883};"
A4XXY9,"CATALYTIC ACTIVITY: Reaction=dimethylamine + NADPH + O2 + H(+) = methylamine + formaldehyde + NADP(+) + H2O; Xref=Rhea:RHEA:54828, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:16842, ChEBI:CHEBI:57783, ChEBI:CHEBI:58040, ChEBI:CHEBI:58349, ChEBI:CHEBI:59338; EC=1.14.13.238; Evidence={ECO:0000269|PubMed:27851736}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:54829; Evidence={ECO:0000305|PubMed:27851736};"
A5K264,"CATALYTIC ACTIVITY: Reaction=5-O-(1-carboxyvinyl)-3-phosphoshikimate = chorismate + phosphate; Xref=Rhea:RHEA:21020, ChEBI:CHEBI:29748, ChEBI:CHEBI:43474, ChEBI:CHEBI:57701; EC=4.2.3.5; Evidence={ECO:0000269|PubMed:31381947}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:21021; Evidence={ECO:0000305}; CATALYTIC ACTIVITY: Reaction=FMNH2 + NADP(+) = FMN + NADPH + 2 H(+); Xref=Rhea:RHEA:21624, ChEBI:CHEBI:15378, ChEBI:CHEBI:57618, ChEBI:CHEBI:57783, ChEBI:CHEBI:58210, ChEBI:CHEBI:58349; EC=1.5.1.38; Evidence={ECO:0000305|PubMed:31381947}; PhysiologicalDirection=right-to-left; Xref=Rhea:RHEA:21626; Evidence={ECO:0000305};"
A5K9W3,"CATALYTIC ACTIVITY: Reaction=L-arginine(in) = L-arginine(out); Xref=Rhea:RHEA:32143, ChEBI:CHEBI:32682; Evidence={ECO:0000269|PubMed:39905186};"
A6TGC5,"CATALYTIC ACTIVITY: Reaction=Couples ATP hydrolysis with the unwinding of duplex DNA by translocating in the 3'-5' direction.; EC=5.6.2.4; Evidence={ECO:0000255|HAMAP-Rule:MF_00983}; CATALYTIC ACTIVITY: Reaction=ATP + H2O = ADP + phosphate + H(+); Xref=Rhea:RHEA:13065, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:43474, ChEBI:CHEBI:456216; EC=5.6.2.4; Evidence={ECO:0000255|HAMAP-Rule:MF_00983, ECO:0000269|PubMed:24379377, ECO:0000269|PubMed:34639195};"
A7GKX6,"CATALYTIC ACTIVITY: Reaction=UDP-N-acetyl-alpha-D-glucosamine + 2 NAD(+) + H2O = UDP-2-acetamido-2-deoxy-alpha-D-glucuronate + 2 NADH + 3 H(+); Xref=Rhea:RHEA:13325, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:57540, ChEBI:CHEBI:57705, ChEBI:CHEBI:57945, ChEBI:CHEBI:65040; EC=1.1.1.136; Evidence={ECO:0000269|PubMed:20529859}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:13326; Evidence={ECO:0000269|PubMed:20529859};"
A7GKX7,"CATALYTIC ACTIVITY: Reaction=UDP-2-acetamido-2-deoxy-alpha-D-glucuronate + H(+) = UDP-N-acetyl-alpha-D-xylosamine + CO2; Xref=Rhea:RHEA:81487, ChEBI:CHEBI:15378, ChEBI:CHEBI:16526, ChEBI:CHEBI:65040, ChEBI:CHEBI:231888; EC=4.1.1.128; Evidence={ECO:0000269|PubMed:20529859}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:81488; Evidence={ECO:0000269|PubMed:20529859};"
B0XAA1,"CATALYTIC ACTIVITY: Reaction=Hydrolysis of terminal, non-reducing (1->4)-linked alpha-D-glucose residues with release of alpha-D-glucose.; EC=3.2.1.20; Evidence={ECO:0000269|PubMed:25746591, ECO:0000269|PubMed:38428508};"
B1G5Y9,"CATALYTIC ACTIVITY: Reaction=3,5-dioxohexanoate + acetyl-CoA = acetoacetyl-CoA + acetoacetate; Xref=Rhea:RHEA:79655, ChEBI:CHEBI:13705, ChEBI:CHEBI:57286, ChEBI:CHEBI:57288, ChEBI:CHEBI:57814; EC=2.3.1.319; Evidence={ECO:0000269|PubMed:24240508};"
B4ER92,"CATALYTIC ACTIVITY: Reaction=4-nitrobenzoyl-CoA + 6 (S)-methylmalonyl-CoA + malonyl-CoA + 6 NADPH + 12 H(+) = demethyldeoxyspectinabilin + 7 CO2 + 6 NADP(+) + 8 CoA + 5 H2O; Xref=Rhea:RHEA:58944, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:16526, ChEBI:CHEBI:57287, ChEBI:CHEBI:57327, ChEBI:CHEBI:57384, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349, ChEBI:CHEBI:142871, ChEBI:CHEBI:142872; EC=2.3.1.290; Evidence={ECO:0000305|PubMed:17763486}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:58945; Evidence={ECO:0000305|PubMed:17763486};"
B4ER95,"CATALYTIC ACTIVITY: Reaction=4-nitrobenzoyl-CoA + 6 (S)-methylmalonyl-CoA + malonyl-CoA + 6 NADPH + 12 H(+) = demethyldeoxyspectinabilin + 7 CO2 + 6 NADP(+) + 8 CoA + 5 H2O; Xref=Rhea:RHEA:58944, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:16526, ChEBI:CHEBI:57287, ChEBI:CHEBI:57327, ChEBI:CHEBI:57384, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349, ChEBI:CHEBI:142871, ChEBI:CHEBI:142872; EC=2.3.1.290; Evidence={ECO:0000305|PubMed:17763486}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:58945; Evidence={ECO:0000305|PubMed:17763486};"
B4ER96,"CATALYTIC ACTIVITY: Reaction=4-nitrobenzoyl-CoA + 6 (S)-methylmalonyl-CoA + malonyl-CoA + 6 NADPH + 12 H(+) = demethyldeoxyspectinabilin + 7 CO2 + 6 NADP(+) + 8 CoA + 5 H2O; Xref=Rhea:RHEA:58944, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:16526, ChEBI:CHEBI:57287, ChEBI:CHEBI:57327, ChEBI:CHEBI:57384, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349, ChEBI:CHEBI:142871, ChEBI:CHEBI:142872; EC=2.3.1.290; Evidence={ECO:0000305|PubMed:17763486}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:58945; Evidence={ECO:0000305|PubMed:17763486};"
